track_condition_id,date,week_day,cushion_value,moisture_turf_goal,moisture_turf_4c,moisture_dirt_goal,moisture_dirt_4c
202405030007,2024-06-14,fr,9.5,14.4,16.5,3.2,3.9
202405030010,2024-06-21,fr,9.7,16.5,15.3,5.7,6.4
202405030102,2024-06-01,sa,9.7,17.5,18.0,13.6,11.1
202405030203,2024-06-02,su,8.8,17.5,19.5,12.8,12.8
202405030305,2024-06-08,sa,9.7,14.6,16.1,4.5,4.0
202405030406,2024-06-09,su,9.9,12.3,14.5,4.2,3.4
202405030508,2024-06-15,sa,9.5,14.0,16.3,2.4,3.2
202405030609,2024-06-16,su,9.3,15.0,17.4,5.2,7.6
202405030711,2024-06-22,sa,9.3,17.9,18.8,13.6,11.2
202405030812,2024-06-23,su,8.3,14.5,14.7,8.7,8.4
202405040001,2024-10-04,fr,9.3,16.8,15.3,15.1,17.6
202405040004,2024-10-11,fr,9.6,13.1,11.4,9.6,11.9
202405040005,2024-10-12,sa,9.7,14.0,14.8,7.9,8.4
202405040008,2024-10-18,fr,9.1,14.5,13.3,1.8,2.0
202405040011,2024-10-25,fr,9.9,13.5,12.4,2.9,3.0
202405040102,2024-10-05,sa,9.6,14.1,14.7,11.3,11.1
202405040203,2024-10-06,su,9.3,12.6,13.9,11.5,12.4
202405040306,2024-10-13,su,9.7,13.9,12.8,3.3,4.7
202405040407,2024-10-14,mo,9.6,14.9,13.9,2.9,4.1
202405040509,2024-10-19,sa,9.4,15.5,13.1,4.8,5.0
202405040610,2024-10-20,su,9.3,13.7,13.1,4.8,4.0
202405040712,2024-10-26,sa,9.5,13.5,14.0,2.8,3.0
202405040813,2024-10-27,su,9.6,11.8,12.1,3.2,4.0
202405050001,2024-11-01,fr,9.6,14.6,15.3,11.4,11.7
202405050004,2024-11-08,fr,9.9,11.7,12.6,5.1,5.8
202405050007,2024-11-15,fr,9.2,16.1,16.5,8.2,6.9
202405050010,2024-11-22,fr,9.6,16.2,15.7,11.5,12.2
202405050102,2024-11-02,sa,9.1,15.3,16.7,11.4,11.9
202405050203,2024-11-03,su,9.5,13.9,15.1,15.4,15.2
202405050305,2024-11-09,sa,9.7,13.5,14.9,2.6,4.4
202405050406,2024-11-10,su,9.7,11.9,13.1,4.4,4.9
202405050508,2024-11-16,sa,9.4,16.3,17.2,5.5,7.0
202405050609,2024-11-17,su,9.6,16.2,16.6,5.8,5.6
202405050711,2024-11-23,sa,9.5,16.3,17.1,7.4,8.1
202405050812,2024-11-24,su,9.4,16.7,17.3,4.8,7.6
202406010001,2024-01-05,fr,10.1,12.0,12.8,2.3,1.7
202406010102,2024-01-06,sa,10.3,11.5,13.1,1.7,1.6
202406010203,2024-01-07,su,10.2,11.2,12.8,1.8,1.6
202406010304,2024-01-08,mo,10.1,11.0,12.8,1.8,1.6
202406010305,2024-01-12,fr,10.4,11.0,11.9,2.9,1.6
202406010406,2024-01-13,sa,10.7,11.9,13.0,3.6,2.7
202406010507,2024-01-14,su,10.1,12.2,13.4,6.2,5.0
202406010508,2024-01-19,fr,10.3,11.1,12.5,2.9,2.1
202406010609,2024-01-20,sa,10.7,11.0,12.6,3.3,2.6
202406010710,2024-01-21,su,8.1,12.3,13.8,9.5,10.6
202406020001,2024-02-23,fr,8.1,12.1,13.2,10.5,10.1
202406020102,2024-02-24,sa,8.5,12.4,14.7,9.8,10.8
202406020203,2024-02-25,su,8.8,11.6,15.3,7.4,8.6
202406020204,2024-03-01,fr,7.5,13.7,16.8,15.4,15.7
202406020305,2024-03-02,sa,9.1,13.8,14.8,11.9,12.4
202406020406,2024-03-03,su,8.9,13.4,15.2,11.9,11.1
202406020407,2024-03-08,fr,6.2,23.1,21.2,16.4,17.3
202406020508,2024-03-09,sa,8.1,14.7,15.2,14.1,15.4
202406020609,2024-03-10,su,9.4,12.9,11.4,9.4,11.4
202406020610,2024-03-15,fr,9.3,12.1,14.4,9.6,8.7
202406020711,2024-03-16,sa,9.4,10.1,13.6,7.8,7.9
202406020812,2024-03-17,su,9.7,11.9,13.4,6.4,7.4
202406030001,2024-03-22,fr,10.2,10.6,12.9,4.7,4.3
202406030102,2024-03-23,sa,10.4,10.8,12.9,3.8,3.0
202406030203,2024-03-24,su,10.3,10.8,13.4,4.4,3.8
202406030204,2024-03-29,fr,6.9,19.7,19.8,12.2,15.4
202406030305,2024-03-30,sa,8.5,14.9,16.2,12.8,13.3
202406030406,2024-03-31,su,9.2,14.9,15.3,8.5,9.2
202406030407,2024-04-05,fr,8.9,15.1,14.6,8.5,10.4
202406030508,2024-04-06,sa,9.2,14.1,16.1,6.9,9.8
202406030609,2024-04-07,su,8.2,15.4,17.8,9.6,11.5
202406030610,2024-04-12,fr,9.3,12.7,14.1,6.5,7.2
202406030711,2024-04-13,sa,9.3,12.6,14.0,6.6,6.5
202406030812,2024-04-14,su,9.6,12.4,14.1,5.7,5.9
202406040001,2024-09-06,fr,10.3,12.5,14.1,3.8,5.5
202406040102,2024-09-07,sa,10.4,13.0,13.4,2.7,4.3
202406040203,2024-09-08,su,10.2,13.0,14.1,1.3,1.9
202406040204,2024-09-13,fr,9.9,13.4,13.8,2.5,1.3
202406040305,2024-09-14,sa,9.3,14.1,13.6,3.4,1.8
202406040406,2024-09-15,su,9.9,13.2,13.8,1.5,1.8
202406040507,2024-09-16,mo,9.5,14.4,15.3,5.3,3.2
202406040508,2024-09-20,fr,10.6,12.9,12.9,2.6,1.9
202406040609,2024-09-21,sa,10.2,12.9,14.1,2.2,1.9
202406040710,2024-09-22,su,10.0,12.7,13.1,1.7,2.0
202406040711,2024-09-27,fr,10.1,13.3,13.9,2.0,1.8
202406040812,2024-09-28,sa,9.4,13.5,14.5,6.2,6.0
202406040913,2024-09-29,su,10.1,13.7,14.1,5.1,4.6
202406050001,2024-11-29,fr,10.2,11.6,12.0,9.9,9.5
202406050102,2024-11-30,sa,10.0,11.4,10.3,9.2,8.8
202406050203,2024-12-01,su,9.6,11.2,10.4,8.2,8.5
202406050204,2024-12-06,fr,10.1,12.1,12.6,3.5,3.1
202406050305,2024-12-07,sa,9.8,12.2,12.9,4.0,3.3
202406050406,2024-12-08,su,9.6,12.3,12.4,3.3,2.9
202406050407,2024-12-13,fr,9.9,12.8,11.0,1.6,1.7
202406050508,2024-12-14,sa,10.2,12.6,12.7,1.6,1.6
202406050609,2024-12-15,su,10.0,12.4,12.0,1.4,1.3
202406050610,2024-12-20,fr,9.9,11.6,12.1,2.1,2.2
202406050711,2024-12-21,sa,10.0,12.3,12.2,1.9,2.0
202406050812,2024-12-22,su,10.0,12.4,13.3,1.6,1.7
202406050813,2024-12-27,fr,9.7,13.4,12.8,2.3,1.5
202406050914,2024-12-28,sa,9.5,12.5,12.6,2.1,2.2
202407010001,2024-03-08,fr,9.0,13.8,14.6,13.0,13.1
202407010004,2024-03-15,fr,9.5,14.0,13.8,7.7,10.5
202407010007,2024-03-22,fr,10.4,10.9,11.5,2.9,4.2
202407010102,2024-03-09,sa,9.0,13.2,13.9,9.5,7.5
202407010203,2024-03-10,su,9.2,14.2,13.1,6.5,6.3
202407010305,2024-03-16,sa,9.1,13.0,12.3,9.2,7.4
202407010406,2024-03-17,su,9.4,12.8,12.6,5.9,6.9
202407010508,2024-03-23,sa,9.8,10.4,11.6,2.5,2.5
202407010609,2024-03-24,su,8.3,14.4,14.0,13.8,13.8
202407020001,2024-08-09,fr,9.0,11.3,14.2,1.0,1.1
202407020004,2024-08-16,fr,9.4,10.2,13.2,2.7,2.2
202407020007,2024-08-23,fr,9.6,11.6,12.3,6.6,6.7
202407020010,2024-08-30,fr,9.5,13.7,16.2,14.5,15.9
202407020102,2024-08-10,sa,9.3,10.7,13.9,1.1,1.1
202407020203,2024-08-11,su,9.3,9.6,12.5,1.1,1.2
202407020305,2024-08-17,sa,9.3,10.9,13.3,2.0,1.8
202407020406,2024-08-18,su,9.1,12.5,13.2,1.8,2.1
202407020508,2024-08-24,sa,9.6,10.2,13.7,5.7,5.2
202407020609,2024-08-25,su,9.3,10.9,11.8,6.7,5.8
202407020711,2024-08-31,sa,8.1,12.7,13.1,12.7,13.6
202407020812,2024-09-01,su,8.6,15.0,16.6,18.4,19.2
202407030001,2024-09-06,fr,9.8,10.4,12.7,6.2,6.4
202407030004,2024-09-13,fr,10.5,12.4,10.4,2.5,1.8
202407030008,2024-09-20,fr,10.4,11.4,13.2,4.2,3.5
202407030011,2024-09-27,fr,10.1,12.1,9.2,5.2,4.3
202407030102,2024-09-07,sa,9.8,11.1,13.8,4.2,4.9
202407030203,2024-09-08,su,10.0,10.4,12.8,3.8,4.0
202407030305,2024-09-14,sa,10.3,12.8,11.0,2.2,1.3
202407030406,2024-09-15,su,9.1,14.4,14.3,13.0,12.3
202407030507,2024-09-16,mo,9.9,12.8,11.8,11.3,12.3
202407030609,2024-09-21,sa,10.4,11.5,11.8,2.4,2.5
202407030710,2024-09-22,su,10.7,10.5,12.5,2.5,2.7
202407030812,2024-09-28,sa,10.2,12.3,11.9,3.6,2.5
202407030913,2024-09-29,su,8.9,15.7,15.6,8.3,9.2
202407040001,2024-11-29,fr,9.5,10.7,14.2,8.8,10.4
202407040004,2024-12-06,fr,9.5,12.1,14.9,4.8,5.5
202407040007,2024-12-13,fr,9.3,11.1,11.6,3.2,3.7
202407040102,2024-11-30,sa,9.8,11.3,12.3,7.6,7.3
202407040203,2024-12-01,su,9.5,12.5,12.0,6.4,6.9
202407040305,2024-12-07,sa,9.6,12.5,15.1,3.9,4.9
202407040406,2024-12-08,su,9.3,11.9,14.0,3.9,4.0
202407040508,2024-12-14,sa,9.5,13.3,11.5,2.4,3.5
202407040609,2024-12-15,su,9.7,10.6,10.0,2.4,2.9
202408010001,2024-01-05,fr,9.3,11.5,8.3,5.7,4.7
202408010005,2024-01-12,fr,9.5,10.2,8.4,1.5,1.6
202408010008,2024-01-19,fr,8.8,10.7,9.7,5.5,5.5
202408010102,2024-01-06,sa,9.4,10.5,8.4,4.1,3.7
202408010203,2024-01-07,su,9.4,9.9,9.4,3.6,3.4
202408010304,2024-01-08,mo,9.3,9.9,8.0,3.0,3.0
202408010406,2024-01-13,sa,9.4,10.0,8.5,1.4,1.6
202408010507,2024-01-14,su,9.4,9.6,8.5,1.2,1.5
202408010609,2024-01-20,sa,8.0,11.8,10.9,7.8,7.9
202408010710,2024-01-21,su,6.8,16.1,14.6,15.9,16.1
202408020001,2024-01-26,fr,9.3,10.4,9.0,8.5,7.0
202408020004,2024-02-02,fr,8.8,9.9,8.6,8.2,8.9
202408020007,2024-02-09,fr,8.9,10.1,8.5,8.9,9.2
202408020010,2024-02-16,fr,8.3,11.3,9.4,9.9,9.2
202408020102,2024-01-27,sa,9.1,10.6,9.1,7.4,7.8
202408020203,2024-01-28,su,9.2,9.5,8.7,6.4,7.4
202408020305,2024-02-03,sa,9.0,10.3,8.3,7.1,7.6
202408020406,2024-02-04,su,8.8,9.2,9.6,7.0,8.2
202408020508,2024-02-10,sa,9.1,9.1,8.4,7.1,8.2
202408020609,2024-02-11,su,8.7,9.3,8.0,8.5,9.0
202408020711,2024-02-17,sa,8.9,10.4,10.1,8.8,9.3
202408020812,2024-02-18,su,8.8,9.9,8.6,7.5,8.1
202408030001,2024-04-19,fr,9.7,9.8,7.5,2.9,3.6
202408030004,2024-04-26,fr,9.1,10.2,8.8,7.8,9.3
202408030007,2024-05-03,fr,9.3,8.6,7.8,7.0,9.7
202408030010,2024-05-10,fr,9.6,8.6,8.0,6.0,5.9
202408030013,2024-05-17,fr,10.3,9.8,7.0,4.8,5.4
202408030016,2024-05-24,fr,9.3,10.1,6.5,4.0,4.5
202408030102,2024-04-20,sa,9.9,7.2,7.8,3.0,2.6
202408030203,2024-04-21,su,9.9,7.4,6.6,2.4,3.4
202408030305,2024-04-27,sa,9.2,10.2,8.8,7.9,8.8
202408030406,2024-04-28,su,9.4,9.3,8.7,6.2,7.2
202408030508,2024-05-04,sa,9.7,8.4,8.0,6.1,6.5
202408030609,2024-05-05,su,9.9,8.5,7.6,4.9,6.1
202408030711,2024-05-11,sa,9.5,8.7,8.3,6.4,6.0
202408030812,2024-05-12,su,10.1,9.2,7.7,3.3,4.9
202408030914,2024-05-18,sa,10.4,8.9,6.7,5.8,6.0
202408031015,2024-05-19,su,10.8,7.3,6.8,2.8,3.2
202408031117,2024-05-25,sa,9.8,9.0,6.7,3.7,5.0
202408031218,2024-05-26,su,10.0,7.2,7.7,3.1,2.0
202408040001,2024-05-31,fr,10.2,8.5,7.7,8.6,11.2
202408040004,2024-06-07,fr,9.3,8.3,8.1,4.0,3.3
202408040007,2024-06-14,fr,10.3,9.4,6.2,4.4,4.3
202408040010,2024-06-21,fr,8.7,11.7,10.5,18.2,18.5
202408040102,2024-06-01,sa,9.4,8.8,7.6,11.0,10.7
202408040203,2024-06-02,su,9.8,8.7,7.2,7.2,7.1
202408040305,2024-06-08,sa,10.8,7.4,8.0,2.4,2.9
202408040406,2024-06-09,su,9.9,10.0,10.9,8.0,8.6
202408040508,2024-06-15,sa,10.6,10.4,7.1,2.3,4.6
202408040609,2024-06-16,su,9.6,10.4,8.8,8.7,7.3
202408040711,2024-06-22,sa,9.7,10.2,9.1,12.9,14.5
202408040812,2024-06-23,su,8.9,13.7,12.3,16.6,17.2
202408050001,2024-10-04,fr,9.2,11.0,10.6,12.0,13.8
202408050004,2024-10-11,fr,10.2,9.9,10.2,6.6,6.0
202408050007,2024-10-18,fr,9.9,10.2,9.3,2.2,2.5
202408050010,2024-10-25,fr,10.9,7.3,7.7,3.8,3.9
202408050102,2024-10-05,sa,9.7,9.8,10.2,9.8,10.5
202408050203,2024-10-06,su,10.1,9.7,8.3,7.1,7.4
202408050305,2024-10-12,sa,10.9,9.6,8.3,6.2,5.3
202408050406,2024-10-13,su,10.7,9.1,7.2,4.1,3.8
202408050508,2024-10-19,sa,10.4,8.5,7.0,1.8,1.5
202408050609,2024-10-20,su,9.9,10.8,10.1,8.2,9.2
202408050711,2024-10-26,sa,10.5,7.3,9.3,3.6,3.4
202408050812,2024-10-27,su,10.6,7.5,9.6,3.0,3.2
202408060001,2024-11-01,fr,10.9,10.4,8.8,8.5,7.3
202408060004,2024-11-08,fr,11.2,9.9,7.8,2.8,4.6
202408060007,2024-11-15,fr,10.9,10.4,9.3,1.9,2.4
202408060010,2024-11-22,fr,11.2,10.2,8.9,2.5,2.5
202408060102,2024-11-02,sa,9.9,11.9,10.7,16.7,17.4
202408060203,2024-11-03,su,9.9,11.1,11.5,12.6,12.1
202408060305,2024-11-09,sa,11.1,10.7,8.3,4.0,4.9
202408060406,2024-11-10,su,11.1,7.9,6.8,3.3,3.5
202408060508,2024-11-16,sa,11.0,10.4,9.2,2.2,2.6
202408060609,2024-11-17,su,10.5,10.4,8.1,2.9,4.2
202408060711,2024-11-23,sa,11.3,9.0,8.4,1.4,1.7
202408060812,2024-11-24,su,11.4,10.0,9.3,1.7,1.3
202408070001,2024-11-29,fr,11.3,10.1,8.1,10.3,10.0
202408070004,2024-12-06,fr,11.4,8.5,8.3,4.4,5.7
202408070007,2024-12-13,fr,11.4,8.7,7.3,4.9,4.0
202408070010,2024-12-20,fr,11.2,9.1,7.1,3.5,3.2
202408070013,2024-12-27,fr,11.2,8.8,7.5,2.6,1.3
202408070102,2024-11-30,sa,11.3,9.2,8.8,7.4,7.0
202408070203,2024-12-01,su,11.5,8.0,9.3,5.0,6.3
202408070305,2024-12-07,sa,11.5,8.5,6.8,4.7,5.1
202408070406,2024-12-08,su,11.6,8.7,7.6,3.1,3.6
202408070508,2024-12-14,sa,11.5,8.6,7.6,3.0,2.5
202408070609,2024-12-15,su,11.6,9.8,8.1,4.6,4.0
202408070711,2024-12-21,sa,11.0,9.1,8.3,2.5,2.3
202408070812,2024-12-22,su,11.3,9.1,7.4,2.1,1.8
202408070914,2024-12-28,sa,11.4,9.0,7.6,1.2,1.6
202409010001,2024-02-23,fr,8.5,13.5,12.5,14.0,15.3
202409010004,2024-03-01,fr,8.5,14.3,14.2,12.2,15.3
202409010007,2024-03-08,fr,9.2,12.2,11.6,8.8,9.5
202409010010,2024-03-15,fr,9.1,10.7,11.1,9.0,10.1
202409010102,2024-02-24,sa,8.7,11.2,12.5,11.5,12.3
202409010203,2024-02-25,su,8.4,13.2,12.7,11.6,13.6
202409010305,2024-03-02,sa,8.8,12.1,13.5,11.3,14.3
202409010406,2024-03-03,su,9.1,10.9,11.3,8.4,9.9
202409010508,2024-03-09,sa,9.3,10.5,11.6,7.4,9.2
202409010609,2024-03-10,su,9.3,11.2,10.3,5.8,7.5
202409010711,2024-03-16,sa,9.3,11.4,11.2,6.5,6.8
202409010812,2024-03-17,su,9.4,11.1,11.0,4.1,5.6
202409020001,2024-03-22,fr,9.2,11.6,12.2,8.3,9.6
202409020004,2024-03-29,fr,8.5,13.7,13.4,14.0,14.1
202409020007,2024-04-05,fr,9.2,11.8,11.7,11.6,13.2
202409020010,2024-04-12,fr,9.4,11.8,11.1,6.7,6.4
202409020102,2024-03-23,sa,8.7,12.6,12.7,9.6,10.8
202409020203,2024-03-24,su,8.5,14.0,12.6,14.9,19.5
202409020305,2024-03-30,sa,9.1,12.0,11.8,9.9,12.7
202409020406,2024-03-31,su,9.4,11.8,11.7,5.8,6.8
202409020508,2024-04-06,sa,9.3,11.2,11.8,6.9,9.8
202409020609,2024-04-07,su,9.3,10.9,11.7,6.2,8.7
202409020711,2024-04-13,sa,9.4,11.3,12.0,4.6,6.0
202409020812,2024-04-14,su,9.5,9.4,11.2,4.1,4.5
202410010001,2024-01-12,fr,8.8,10.2,10.2,5.5,4.2
202410010004,2024-01-19,fr,8.0,10.9,12.4,9.7,7.5
202410010007,2024-01-26,fr,8.8,10.6,10.1,4.0,3.3
202410010010,2024-02-02,fr,8.8,9.8,11.7,7.4,6.8
202410010102,2024-01-13,sa,8.8,10.2,10.1,4.9,4.0
202410010203,2024-01-14,su,8.9,8.9,9.3,2.7,3.5
202410010305,2024-01-20,sa,8.3,10.4,11.2,6.9,6.9
202410010406,2024-01-21,su,8.0,11.4,12.1,12.8,12.7
202410010508,2024-01-27,sa,8.8,10.6,9.7,3.2,3.0
202410010609,2024-01-28,su,9.0,9.1,9.6,2.7,2.8
202410010711,2024-02-03,sa,8.9,9.5,10.2,4.7,4.0
202410010812,2024-02-04,su,8.2,12.1,14.1,11.9,11.6
202410020001,2024-02-09,fr,8.7,11.1,12.2,7.2,8.8
202410020004,2024-02-16,fr,9.2,9.6,10.5,3.5,4.7
202410020007,2024-02-23,fr,7.5,12.6,15.3,15.6,16.7
202410020010,2024-03-01,fr,8.1,13.3,14.0,17.1,17.3
202410020102,2024-02-10,sa,8.9,11.2,10.2,6.7,7.5
202410020203,2024-02-11,su,8.9,10.4,10.0,5.0,5.5
202410020305,2024-02-17,sa,9.2,9.3,9.8,3.7,4.0
202410020406,2024-02-18,su,9.6,9.5,9.6,2.5,2.0
202410020508,2024-02-24,sa,8.4,13.0,13.8,12.8,13.6
202410020609,2024-02-25,su,8.5,10.4,11.8,10.5,10.9
202410020711,2024-03-02,sa,8.9,12.0,11.9,10.9,11.3
202410020812,2024-03-03,su,8.9,11.1,11.6,8.1,9.1
202410030001,2024-06-28,fr,9.0,11.3,11.4,15.4,18.7
202410030004,2024-07-05,fr,9.8,8.7,9.0,1.6,2.7
202410030007,2024-07-12,fr,9.4,9.5,10.7,11.1,13.7
202410030010,2024-07-19,fr,10.2,9.3,9.9,2.0,3.8
202410030102,2024-06-29,sa,9.2,8.9,10.1,10.5,11.6
202410030203,2024-06-30,su,8.4,10.8,11.7,11.1,12.2
202410030305,2024-07-06,sa,9.9,7.9,8.1,1.4,2.2
202410030406,2024-07-07,su,10.0,6.8,7.1,1.4,1.3
202410030508,2024-07-13,sa,10.0,7.9,7.9,7.4,8.3
202410030609,2024-07-14,su,8.9,10.0,10.6,10.6,11.6
202410030711,2024-07-20,sa,9.3,9.9,10.5,11.4,14.0
202410030812,2024-07-21,su,9.9,8.1,8.1,6.2,9.4
202501010001,2025-07-25,fr,7.8,12.0,11.3,2.4,3.1
202501010004,2025-08-01,fr,7.3,13.6,12.8,4.4,4.7
202501010007,2025-08-08,fr,7.1,17.9,16.3,15.5,15.8
202501010010,2025-08-15,fr,7.5,13.7,13.2,3.4,3.3
202501010102,2025-07-26,sa,7.5,13.4,13.5,4.3,4.5
202501010203,2025-07-27,su,6.9,12.2,13.8,5.6,7.6
202501010305,2025-08-02,sa,7.7,11.0,12.5,4.0,3.8
202501010406,2025-08-03,su,7.5,12.8,14.0,2.2,1.9
202501010508,2025-08-09,sa,7.0,13.5,14.4,13.8,14.0
202501010609,2025-08-10,su,7.2,13.0,12.6,10.2,9.4
202501010711,2025-08-16,sa,7.4,14.2,13.0,4.4,5.0
202501010812,2025-08-17,su,7.7,12.7,12.2,2.4,3.0
202501020001,2025-08-22,fr,7.5,13.6,14.4,10.7,13.5
202501020004,2025-08-29,fr,7.5,14.5,13.6,12.9,12.7
202501020007,2025-09-05,fr,7.6,11.7,11.2,6.4,6.3
202501020102,2025-08-23,sa,7.0,14.0,14.0,10.2,11.8
202501020203,2025-08-24,su,7.6,14.0,12.4,7.6,8.7
202501020305,2025-08-30,sa,7.3,13.9,13.8,13.6,13.7
202501020406,2025-08-31,su,7.5,15.6,15.0,11.2,11.0
202501020508,2025-09-06,sa,7.7,11.3,12.6,6.8,5.6
202501020609,2025-09-07,su,7.1,12.9,12.8,3.0,4.0
202502010001,2025-06-13,fr,7.6,12.6,11.3,2.3,2.1
202502010004,2025-06-20,fr,7.5,12.1,13.9,2.1,1.8
202502010007,2025-06-27,fr,6.8,15.0,15.7,11.1,15.0
202502010010,2025-07-04,fr,7.1,14.1,15.1,10.2,9.3
202502010013,2025-07-11,fr,7.7,14.7,16.3,2.3,3.2
202502010016,2025-07-18,fr,7.5,15.2,15.3,5.4,5.4
202502010102,2025-06-14,sa,7.7,12.3,13.3,3.0,3.9
202502010203,2025-06-15,su,8.0,12.8,12.3,2.1,2.4
202502010305,2025-06-21,sa,7.5,11.6,14.3,3.4,2.9
202502010406,2025-06-22,su,6.8,21.3,18.9,10.7,11.2
202502010508,2025-06-28,sa,7.1,14.9,17.8,9.1,10.3
202502010609,2025-06-29,su,7.2,13.8,14.7,7.1,8.8
202502010711,2025-07-05,sa,6.9,16.1,17.4,15.3,17.0
202502010812,2025-07-06,su,7.1,15.3,16.0,10.1,11.8
202502010914,2025-07-12,sa,7.4,14.0,15.9,2.9,2.4
202502011015,2025-07-13,su,7.7,13.1,15.2,1.7,2.5
202502011117,2025-07-19,sa,7.9,15.0,14.1,4.5,6.5
202502011218,2025-07-20,su,7.8,13.5,14.9,3.5,3.4
202503010001,2025-04-11,fr,9.2,9.7,10.0,4.6,3.6
202503010004,2025-04-18,fr,8.8,10.6,10.1,8.0,7.5
202503010007,2025-04-25,fr,9.5,10.7,9.5,2.7,2.1
202503010102,2025-04-12,sa,9.0,9.7,11.2,2.0,3.3
202503010203,2025-04-13,su,9.4,9.3,9.8,1.3,1.8
202503010305,2025-04-19,sa,9.0,10.4,11.1,6.0,5.5
202503010406,2025-04-20,su,9.0,10.8,11.0,4.6,4.5
202503010508,2025-04-26,sa,9.4,10.1,9.0,1.9,1.7
202503010609,2025-04-27,su,9.9,10.5,9.5,1.0,0.9
202503020001,2025-06-27,fr,9.2,11.7,13.3,7.4,7.1
202503020004,2025-07-04,fr,9.1,10.9,13.0,1.0,1.2
202503020007,2025-07-11,fr,9.3,11.4,10.7,3.3,3.7
202503020010,2025-07-18,fr,9.6,11.8,11.5,3.0,4.0
202503020102,2025-06-28,sa,9.0,10.9,12.4,5.0,6.9
202503020203,2025-06-29,su,9.0,10.4,10.8,2.4,1.6
202503020305,2025-07-05,sa,8.7,12.1,14.5,5.4,3.6
202503020406,2025-07-06,su,8.9,10.5,10.2,4.0,4.5
202503020508,2025-07-12,sa,9.4,11.3,11.0,2.9,2.9
202503020609,2025-07-13,su,9.0,10.2,11.1,2.1,2.2
202503020711,2025-07-19,sa,9.3,11.4,10.6,2.8,1.5
202503020812,2025-07-20,su,9.2,11.4,10.7,1.0,2.1
202503030001,2025-11-07,fr,9.0,14.3,13.2,4.9,3.3
202503030004,2025-11-14,fr,9.1,12.3,13.1,3.1,3.1
202503030007,2025-11-21,fr,8.9,9.7,11.6,1.7,1.6
202503030009,2025-11-23,su,9.2,11.0,10.9,1.3,1.6
202503030102,2025-11-08,sa,9.2,12.1,12.9,3.7,3.4
202503030203,2025-11-09,su,9.2,12.4,11.9,2.0,3.6
202503030305,2025-11-15,sa,8.9,11.3,11.6,1.9,1.3
202503030406,2025-11-16,su,9.3,11.0,11.7,2.0,1.3
202503030508,2025-11-22,sa,9.2,10.3,11.0,1.4,2.1
202503030610,2025-11-24,mo,9.5,11.3,10.5,1.1,1.2
202504010001,2025-05-02,fr,9.9,10.0,12.0,5.2,4.2
202504010004,2025-05-09,fr,9.7,11.3,12.8,5.3,6.2
202504010007,2025-05-16,fr,9.3,10.0,13.4,4.1,4.1
202504010010,2025-05-23,fr,9.3,11.1,13.9,6.2,6.7
202504010102,2025-05-03,sa,9.5,11.2,13.6,8.1,8.9
202504010203,2025-05-04,su,8.8,12.6,14.7,9.2,10.1
202504010305,2025-05-10,sa,9.0,13.1,15.7,7.6,8.6
202504010406,2025-05-11,su,9.1,13.2,15.7,7.4,11.7
202504010508,2025-05-17,sa,10.0,10.6,12.6,3.2,3.4
202504010609,2025-05-18,su,9.0,13.1,13.5,7.4,7.4
202504010711,2025-05-24,sa,9.7,10.4,12.6,5.2,6.5
202504010812,2025-05-25,su,9.0,13.3,13.9,8.5,8.5
202504020001,2025-07-25,fr,9.0,13.0,13.4,1.5,1.8
202504020004,2025-08-01,fr,9.3,12.3,11.8,1.4,1.4
202504020007,2025-08-08,fr,9.4,11.0,12.0,8.8,8.0
202504020010,2025-08-15,fr,7.6,13.6,14.4,12.0,12.5
202504020102,2025-07-26,sa,9.7,12.9,11.9,2.4,3.5
202504020203,2025-07-27,su,9.1,13.2,12.2,3.0,3.0
202504020305,2025-08-02,sa,9.2,12.8,12.4,1.7,2.5
202504020406,2025-08-03,su,9.4,13.0,11.1,1.8,2.1
202504020508,2025-08-09,sa,9.3,12.9,13.2,5.7,6.0
202504020609,2025-08-10,su,9.5,11.2,11.4,4.0,4.2
202504020711,2025-08-16,sa,9.3,11.6,12.8,7.8,6.8
202504020812,2025-08-17,su,9.1,11.8,12.2,6.4,6.6
202504030001,2025-08-22,fr,9.5,13.3,11.3,2.0,2.9
202504030004,2025-08-29,fr,9.7,12.3,11.8,4.8,5.2
202504030102,2025-08-23,sa,9.3,11.6,12.0,2.4,2.9
202504030203,2025-08-24,su,9.0,12.7,12.1,2.4,2.9
202504030305,2025-08-30,sa,9.4,10.6,12.0,3.9,4.3
202504030406,2025-08-31,su,9.5,12.3,12.1,3.8,4.6
202504040001,2025-10-17,fr,9.6,13.9,15.7,8.2,9.2
202504040004,2025-10-24,fr,9.4,12.5,10.6,4.7,4.6
202504040102,2025-10-18,sa,9.6,12.0,12.5,6.2,7.1
202504040203,2025-10-19,su,9.0,15.0,15.7,12.0,12.6
202504040305,2025-10-25,sa,9.4,10.5,11.8,3.7,2.9
202504040406,2025-10-26,su,9.3,11.8,11.0,6.6,5.8
202505010001,2025-01-31,fr,9.5,13.3,14.4,1.3,1.5
202505010004,2025-02-07,fr,9.3,13.7,14.2,3.8,4.1
202505010007,2025-02-14,fr,9.4,11.8,13.8,2.3,4.5
202505010010,2025-02-21,fr,9.3,11.6,12.5,2.4,3.8
202505010102,2025-02-01,sa,9.4,13.7,15.0,1.4,1.6
202505010203,2025-02-02,su,8.7,12.1,13.8,4.1,4.4
