track_condition_id,date,week_day,cushion_value,moisture_turf_goal,moisture_turf_4c,moisture_dirt_goal,moisture_dirt_4c
202305050711,2023-11-25,sa,9.7,13.8,16.3,3.9,5.2
202305050812,2023-11-26,su,9.7,13.5,16.5,3.5,4.4
202306010001,2023-01-04,we,9.5,11.1,12.0,2.6,2.2
202306010003,2023-01-06,fr,9.6,11.5,12.9,1.9,1.7
202306010007,2023-01-13,fr,9.7,10.1,12.4,1.9,2.0
202306010010,2023-01-20,fr,9.5,11.8,12.5,7.9,6.5
202306010102,2023-01-05,th,9.7,11.2,11.0,2.2,2.3
202306010204,2023-01-07,sa,9.8,11.1,12.7,2.5,1.8
202306010305,2023-01-08,su,9.8,10.9,12.9,2.0,1.8
202306010406,2023-01-09,mo,9.8,10.2,10.7,1.8,2.3
202306010508,2023-01-14,sa,9.9,10.4,11.7,1.9,1.8
202306010609,2023-01-15,su,9.7,10.5,11.2,3.4,3.5
202306010711,2023-01-21,sa,9.7,11.1,12.5,7.8,6.1
202306010812,2023-01-22,su,9.3,10.8,12.6,5.4,4.8
202306020001,2023-02-24,fr,9.9,9.5,10.6,4.2,2.4
202306020004,2023-03-03,fr,9.8,9.8,12.0,4.0,3.4
202306020007,2023-03-10,fr,9.8,9.0,11.4,3.0,3.6
202306020010,2023-03-17,fr,10.0,10.0,12.4,2.0,2.6
202306020102,2023-02-25,sa,9.9,10.4,12.1,4.2,2.9
202306020203,2023-02-26,su,10.0,10.6,10.9,2.8,2.4
202306020305,2023-03-04,sa,10.2,9.5,10.8,3.2,3.1
202306020406,2023-03-05,su,10.0,9.6,10.7,1.6,2.2
202306020508,2023-03-11,sa,9.8,8.3,11.2,2.7,4.3
202306020609,2023-03-12,su,10.0,8.4,11.5,2.3,2.6
202306020711,2023-03-18,sa,9.3,9.7,12.6,7.4,6.2
202306020812,2023-03-19,su,8.6,14.8,15.8,14.9,15.1
202306030001,2023-03-24,fr,8.5,12.1,14.2,10.8,10.5
202306030004,2023-03-31,fr,9.2,11.4,13.2,7.7,8.7
202306030007,2023-04-07,fr,9.9,8.9,11.2,4.5,3.0
202306030010,2023-04-14,fr,9.7,10.4,11.4,5.2,3.6
202306030102,2023-03-25,sa,7.8,13.5,14.8,14.3,16.0
202306030203,2023-03-26,su,8.1,13.9,16.6,13.3,13.6
202306030305,2023-04-01,sa,9.5,10.2,11.8,7.0,6.2
202306030406,2023-04-02,su,9.5,11.1,13.3,5.7,6.0
202306030508,2023-04-08,sa,9.6,9.6,12.8,8.3,8.4
202306030609,2023-04-09,su,9.4,10.3,12.7,8.0,9.0
202306030711,2023-04-15,sa,9.3,8.2,10.8,6.9,5.9
202306030812,2023-04-16,su,8.0,14.9,14.4,13.6,14.1
202306040001,2023-09-08,fr,6.2,23.9,27.4,17.5,17.8
202306040004,2023-09-15,fr,8.8,13.9,15.7,2.9,1.8
202306040008,2023-09-22,fr,8.4,14.2,14.7,5.8,5.2
202306040011,2023-09-29,fr,8.4,13.8,16.3,5.0,4.1
202306040102,2023-09-09,sa,8.5,15.5,19.8,13.7,16.5
202306040203,2023-09-10,su,8.5,15.2,15.2,9.4,11.0
202306040305,2023-09-16,sa,8.7,14.6,15.9,3.1,3.9
202306040406,2023-09-17,su,8.8,13.3,14.8,1.6,2.3
202306040507,2023-09-18,mo,8.8,13.4,15.8,1.6,1.7
202306040609,2023-09-23,sa,7.9,16.2,16.8,14.8,16.1
202306040710,2023-09-24,su,9.2,13.7,15.8,11.8,12.7
202306040812,2023-09-30,sa,9.0,13.5,14.2,4.7,2.9
202306040913,2023-10-01,su,8.8,13.3,14.1,4.9,2.7
202306050001,2023-12-01,fr,10.6,8.6,12.5,2.8,2.3
202306050004,2023-12-08,fr,9.7,8.8,12.4,2.4,3.8
202306050007,2023-12-15,fr,9.2,10.7,11.9,9.6,9.7
202306050010,2023-12-22,fr,9.5,9.7,12.6,2.9,3.6
202306050013,2023-12-27,we,9.3,11.5,13.1,2.1,1.6
202306050102,2023-12-02,sa,10.2,10.2,11.3,2.5,1.8
202306050203,2023-12-03,su,10.5,9.4,10.1,2.7,1.8
202306050305,2023-12-09,sa,9.4,12.2,10.5,2.2,3.2
202306050406,2023-12-10,su,9.3,12.0,12.0,2.2,2.6
202306050508,2023-12-16,sa,9.1,12.5,14.2,10.0,10.1
202306050609,2023-12-17,su,9.5,11.8,11.4,7.8,8.3
202306050711,2023-12-23,sa,9.4,11.1,13.5,2.6,3.0
202306050812,2023-12-24,su,9.3,10.3,13.1,2.4,2.4
202306050914,2023-12-28,th,9.0,12.3,14.3,2.1,1.8
202307010001,2023-01-04,we,10.1,12.4,13.4,3.8,4.0
202307010102,2023-01-05,th,10.0,11.8,13.8,3.6,3.8
202307010103,2023-01-06,fr,10.0,12.3,13.0,2.6,3.0
202307010204,2023-01-07,sa,10.3,10.3,13.2,2.9,1.9
202307010305,2023-01-08,su,10.4,11.9,13.9,2.1,2.7
202307010406,2023-01-09,mo,10.4,12.1,13.7,2.4,2.6
202307010407,2023-01-13,fr,10.1,12.6,13.7,2.1,2.1
202307010508,2023-01-14,sa,8.8,13.4,15.3,7.6,8.6
202307010609,2023-01-15,su,8.9,13.7,14.7,9.6,10.8
202307010610,2023-01-20,fr,10.2,12.2,13.4,5.2,5.9
202307010711,2023-01-21,sa,10.8,13.8,13.5,5.8,5.9
202307010812,2023-01-22,su,10.2,13.2,13.5,4.5,4.2
202307010813,2023-01-27,fr,10.8,12.8,10.8,2.5,2.7
202307010914,2023-01-28,sa,10.2,14.4,12.8,5.2,4.9
202307011015,2023-01-29,su,10.4,12.7,12.1,3.6,3.6
202307011016,2023-02-03,fr,9.8,12.9,13.9,1.8,1.8
202307011117,2023-02-04,sa,10.1,13.3,13.7,1.6,1.9
202307011218,2023-02-05,su,10.5,12.7,12.3,1.8,1.9
202307020001,2023-03-10,fr,8.3,13.4,14.5,1.3,1.1
202307020102,2023-03-11,sa,8.7,12.0,12.9,1.4,1.3
202307020203,2023-03-12,su,9.0,12.1,12.3,1.4,1.4
202307020204,2023-03-17,fr,9.5,11.7,12.2,6.4,6.4
202307020305,2023-03-18,sa,8.1,13.7,14.0,9.2,9.5
202307020406,2023-03-19,su,8.3,14.6,13.2,10.9,12.6
202307020407,2023-03-24,fr,8.1,14.5,13.0,16.6,15.4
202307020508,2023-03-25,sa,8.1,15.4,14.6,10.6,11.3
202307020609,2023-03-26,su,7.2,15.8,15.9,17.5,18.2
202307030001,2023-06-30,fr,8.1,14.3,15.0,17.3,17.9
202307030102,2023-07-01,sa,6.3,14.5,14.3,17.6,18.1
202307030203,2023-07-02,su,8.7,13.1,14.0,12.5,12.8
202307030204,2023-07-07,fr,9.2,11.8,12.7,10.5,9.4
202307030305,2023-07-08,sa,9.6,10.1,11.4,8.2,7.5
202307030406,2023-07-09,su,9.8,10.2,11.7,3.3,3.1
202307030407,2023-07-14,fr,8.9,16.2,17.4,17.6,18.5
202307030508,2023-07-15,sa,9.5,13.0,14.5,10.5,10.2
202307030609,2023-07-16,su,9.6,12.2,11.4,6.3,6.7
202307030610,2023-07-21,fr,9.5,14.5,14.8,5.2,6.1
202307030711,2023-07-22,sa,9.6,11.2,13.1,3.5,4.2
202307030812,2023-07-23,su,9.7,11.0,12.8,2.2,2.4
202307040001,2023-12-01,fr,8.9,11.0,12.6,2.5,2.9
202307040102,2023-12-02,sa,9.0,9.5,12.8,2.0,3.1
202307040203,2023-12-03,su,9.1,10.6,12.1,1.4,1.7
202307040204,2023-12-08,fr,9.5,13.3,14.1,2.8,2.8
202307040305,2023-12-09,sa,9.0,12.8,12.6,1.6,1.7
202307040406,2023-12-10,su,9.4,11.9,13.2,1.9,2.2
202307040407,2023-12-15,fr,8.2,14.5,14.5,16.2,15.8
202307040508,2023-12-16,sa,8.5,14.2,15.0,15.1,15.4
202307040609,2023-12-17,su,8.9,12.7,12.2,9.7,10.0
202308010001,2023-04-21,fr,9.3,10.1,7.9,8.3,8.5
202308010004,2023-04-28,fr,9.2,10.2,10.8,8.3,9.4
202308010007,2023-05-05,fr,8.9,11.9,9.9,5.0,5.3
202308010010,2023-05-12,fr,9.5,9.3,8.9,3.6,3.6
202308010013,2023-05-19,fr,8.3,16.3,16.0,10.3,9.3
202308010016,2023-05-26,fr,9.1,10.6,8.8,6.2,5.7
202308010102,2023-04-22,sa,9.1,10.0,8.8,6.8,6.0
202308010203,2023-04-23,su,9.5,9.4,8.3,3.9,5.4
202308010305,2023-04-29,sa,9.5,10.8,8.7,8.8,8.7
202308010406,2023-04-30,su,8.1,12.3,11.5,16.1,17.1
202308010508,2023-05-06,sa,9.5,9.9,7.5,4.7,4.7
202308010609,2023-05-07,su,8.0,11.1,9.9,10.0,13.1
202308010711,2023-05-13,sa,9.9,8.3,9.2,3.0,3.3
202308010812,2023-05-14,su,8.5,12.6,10.9,11.1,14.7
202308010914,2023-05-20,sa,8.9,11.8,10.5,11.8,12.8
202308011015,2023-05-21,su,9.5,9.9,9.2,7.5,7.7
202308011117,2023-05-27,sa,9.3,11.4,8.1,5.3,3.6
202308011218,2023-05-28,su,9.5,10.9,7.9,3.5,2.6
202308020001,2023-10-06,fr,9.2,11.4,9.0,6.4,6.1
202308020005,2023-10-13,fr,9.6,10.7,8.4,5.2,5.8
202308020008,2023-10-20,fr,10.1,10.1,8.0,4.7,4.6
202308020011,2023-10-27,fr,10.3,9.5,7.6,2.5,2.9
202308020102,2023-10-07,sa,9.4,11.2,8.5,5.8,5.4
202308020203,2023-10-08,su,10.0,9.4,9.7,3.9,4.5
202308020304,2023-10-09,mo,8.1,13.4,11.8,10.0,10.4
202308020406,2023-10-14,sa,10.2,9.2,8.0,5.0,4.6
202308020507,2023-10-15,su,8.6,13.2,11.7,14.4,14.9
202308020609,2023-10-21,sa,9.4,10.0,8.0,6.3,6.9
202308020710,2023-10-22,su,9.8,10.0,8.7,4.8,5.0
202308020812,2023-10-28,sa,9.9,9.7,7.6,5.0,5.1
202308020913,2023-10-29,su,10.0,8.6,6.5,3.5,3.6
202308030001,2023-11-03,fr,10.0,11.1,8.2,2.6,2.1
202308030004,2023-11-10,fr,8.4,11.0,10.2,12.1,12.4
202308030007,2023-11-17,fr,8.7,12.5,11.7,16.0,16.2
202308030010,2023-11-24,fr,9.8,9.4,9.0,5.2,6.0
202308030102,2023-11-04,sa,10.0,9.3,8.2,2.2,2.0
202308030203,2023-11-05,su,10.0,10.2,7.1,3.8,3.4
202308030305,2023-11-11,sa,8.9,12.6,12.4,11.7,13.4
202308030406,2023-11-12,su,9.4,11.6,9.1,10.2,11.1
202308030508,2023-11-18,sa,9.1,12.4,10.4,14.1,15.8
202308030609,2023-11-19,su,9.7,10.4,9.5,7.3,9.6
202308030711,2023-11-25,sa,9.9,10.3,9.8,3.5,6.0
202308030812,2023-11-26,su,9.8,10.1,8.9,3.8,4.7
202309010001,2023-02-10,fr,9.5,9.2,10.4,4.1,3.6
202309010004,2023-02-17,fr,9.5,10.7,10.6,5.0,5.0
202309010007,2023-02-24,fr,9.4,9.5,10.1,7.2,8.4
202309010010,2023-03-03,fr,9.6,8.1,9.3,6.6,7.1
202309010013,2023-03-10,fr,9.5,8.6,9.4,2.3,2.6
202309010016,2023-03-17,fr,9.7,8.5,9.7,6.9,6.5
202309010102,2023-02-11,sa,9.3,9.8,11.0,6.7,6.9
202309010203,2023-02-12,su,9.5,9.7,11.0,5.2,6.2
202309010305,2023-02-18,sa,9.5,9.6,10.7,5.1,5.1
202309010406,2023-02-19,su,9.2,10.4,11.1,7.5,7.6
202309010508,2023-02-25,sa,9.3,10.4,11.5,11.6,11.4
202309010609,2023-02-26,su,9.5,9.2,11.3,10.8,10.6
202309010711,2023-03-04,sa,9.6,8.5,9.4,5.4,6.4
202309010812,2023-03-05,su,9.7,8.2,9.2,3.3,4.1
202309010914,2023-03-11,sa,9.5,8.1,9.7,1.9,2.3
202309011015,2023-03-12,su,9.5,8.1,9.8,1.6,1.9
202309011117,2023-03-18,sa,8.7,12.0,13.3,14.4,14.9
202309011218,2023-03-19,su,9.2,10.0,12.2,13.9,13.9
202309020001,2023-03-24,fr,9.1,11.3,11.0,11.9,11.5
202309020004,2023-03-31,fr,9.7,10.1,10.0,9.0,7.9
202309020007,2023-04-07,fr,8.2,12.5,12.5,18.0,19.5
202309020010,2023-04-14,fr,9.8,9.6,8.8,6.4,7.0
202309020102,2023-03-25,sa,9.3,10.2,10.7,9.9,12.8
202309020203,2023-03-26,su,8.8,10.6,10.8,13.8,13.3
202309020305,2023-04-01,sa,9.7,8.3,9.0,9.3,8.2
202309020406,2023-04-02,su,9.8,8.5,8.8,6.2,6.7
202309020508,2023-04-08,sa,9.0,12.3,12.1,15.4,15.0
202309020609,2023-04-09,su,9.4,10.8,9.9,9.9,10.6
202309020711,2023-04-15,sa,8.7,12.1,11.0,13.8,14.3
202309020812,2023-04-16,su,9.1,12.7,11.6,16.9,17.9
202309030001,2023-06-02,fr,8.0,13.6,13.1,18.8,19.1
202309030004,2023-06-09,fr,9.3,11.2,10.0,13.5,15.1
202309030007,2023-06-16,fr,9.8,10.0,8.5,6.2,5.8
202309030010,2023-06-23,fr,9.4,11.7,10.9,12.5,14.5
202309030102,2023-06-03,sa,9.1,12.3,12.1,14.9,13.3
202309030203,2023-06-04,su,9.7,10.3,9.5,7.3,8.6
202309030305,2023-06-10,sa,9.7,10.6,9.6,11.5,10.8
202309030406,2023-06-11,su,9.4,10.5,9.7,11.1,9.4
202309030508,2023-06-17,sa,9.8,8.8,8.0,6.3,5.5
202309030609,2023-06-18,su,10.0,9.6,8.0,4.3,3.0
202309030711,2023-06-24,sa,9.8,9.8,8.6,11.2,11.1
202309030812,2023-06-25,su,9.9,9.6,8.8,7.5,6.2
202309040001,2023-09-08,fr,9.3,11.4,12.5,2.7,1.7
202309040004,2023-09-15,fr,9.1,10.5,12.5,5.5,5.9
202309040008,2023-09-22,fr,9.1,12.7,12.4,12.0,13.0
202309040011,2023-09-29,fr,9.1,11.7,10.2,2.8,3.7
202309040102,2023-09-09,sa,9.3,10.4,12.0,1.5,2.4
202309040203,2023-09-10,su,9.3,8.6,10.3,1.0,1.1
202309040305,2023-09-16,sa,9.3,9.9,12.1,4.8,4.6
202309040406,2023-09-17,su,9.3,9.6,10.3,2.9,3.8
202309040507,2023-09-18,mo,9.4,8.2,10.3,2.1,2.5
202309040609,2023-09-23,sa,9.2,12.0,10.7,10.8,9.9
202309040710,2023-09-24,su,9.3,11.9,10.2,8.2,8.4
202309040812,2023-09-30,sa,9.1,11.6,11.4,2.4,3.3
202309040913,2023-10-01,su,8.5,12.0,11.5,7.1,7.8
202309050001,2023-12-01,fr,9.1,11.8,11.3,3.1,3.2
202309050004,2023-12-08,fr,9.0,11.8,10.7,3.0,3.2
202309050007,2023-12-15,fr,8.8,12.9,12.3,10.4,10.5
202309050010,2023-12-22,fr,9.1,11.8,10.1,6.0,5.0
202309050013,2023-12-27,we,9.0,11.8,11.9,4.1,4.6
202309050102,2023-12-02,sa,9.1,10.8,11.2,1.8,2.7
202309050203,2023-12-03,su,9.2,10.9,10.1,2.9,2.8
202309050305,2023-12-09,sa,9.0,11.8,10.6,3.1,3.1
202309050406,2023-12-10,su,9.1,11.0,10.4,3.8,4.1
202309050508,2023-12-16,sa,8.7,12.8,12.5,11.2,12.0
202309050609,2023-12-17,su,8.8,12.9,12.3,9.0,9.6
202309050711,2023-12-23,sa,9.2,11.5,10.9,6.1,5.7
202309050812,2023-12-24,su,9.3,10.7,11.7,4.1,5.4
202309050914,2023-12-28,th,9.1,11.6,11.9,3.5,3.7
202310010001,2023-01-13,fr,9.1,8.1,8.4,6.2,6.9
202310010004,2023-01-20,fr,8.9,9.1,10.6,9.1,12.1
202310010007,2023-01-27,fr,8.6,11.6,13.0,16.0,18.8
202310010010,2023-02-03,fr,9.3,8.5,9.3,8.3,9.0
202310010102,2023-01-14,sa,7.6,10.7,12.0,17.7,16.8
202310010203,2023-01-15,su,8.7,9.7,11.1,13.1,15.8
202310010305,2023-01-21,sa,8.9,8.9,10.5,8.8,12.0
202310010406,2023-01-22,su,9.6,8.4,10.0,8.3,11.0
202310010508,2023-01-28,sa,8.7,10.8,12.2,15.0,17.5
202310010609,2023-01-29,su,8.9,10.1,11.5,14.0,15.3
202310010711,2023-02-04,sa,9.5,8.5,9.5,8.3,9.2
202310010812,2023-02-05,su,9.8,8.3,9.3,7.4,8.9
202310020001,2023-02-10,fr,7.5,12.7,14.0,17.8,16.7
202310020004,2023-02-17,fr,9.1,10.0,11.0,10.2,11.1
202310020007,2023-02-24,fr,8.9,9.5,11.1,10.8,12.3
202310020102,2023-02-11,sa,8.4,11.7,13.6,17.5,17.9
202310020203,2023-02-12,su,8.9,10.1,11.5,13.8,15.0
202310020305,2023-02-18,sa,9.1,10.3,11.4,10.3,10.8
202310020406,2023-02-19,su,7.4,12.1,13.5,17.6,18.3
202310020508,2023-02-25,sa,8.9,8.9,10.6,11.0,12.2
202310020609,2023-02-26,su,9.0,9.1,10.3,10.7,11.8
202310030001,2023-08-11,fr,8.6,9.4,10.0,6.7,5.5
202310030004,2023-08-18,fr,8.6,9.6,12.0,6.3,5.0
202310030007,2023-08-25,fr,9.1,9.9,10.1,1.6,1.8
202310030010,2023-09-01,fr,8.9,10.1,11.7,7.8,6.7
202310030102,2023-08-12,sa,8.9,9.5,10.0,2.9,3.2
202310030203,2023-08-13,su,8.9,9.0,9.4,1.8,1.7
202310030305,2023-08-19,sa,8.9,8.9,10.0,5.2,3.1
202310030406,2023-08-20,su,8.8,9.2,9.8,2.3,1.9
202310030508,2023-08-26,sa,8.9,11.6,11.8,7.9,10.6
202310030609,2023-08-27,su,9.0,9.3,10.2,6.2,5.1
202310030711,2023-09-02,sa,8.9,10.8,11.4,7.5,6.4
202310030812,2023-09-03,su,9.0,9.9,10.1,3.6,3.3
202401010001,2024-07-19,fr,7.2,11.9,11.4,0.9,1.3
202401010102,2024-07-20,sa,7.4,12.1,13.0,1.9,1.6
202401010203,2024-07-21,su,7.3,11.4,12.5,1.8,2.2
202401010204,2024-07-26,fr,7.2,11.8,13.5,4.0,3.0
202401010305,2024-07-27,sa,7.5,11.7,12.7,2.2,2.6
202401010406,2024-07-28,su,6.2,15.4,16.9,8.7,9.3
202401010407,2024-08-02,fr,7.5,12.8,11.9,4.1,4.4
202401010508,2024-08-03,sa,7.6,13.6,12.2,5.0,4.2
202401010609,2024-08-04,su,6.9,15.1,14.7,8.7,7.4
202401020001,2024-08-09,fr,7.6,13.5,12.6,3.8,3.8
202401020102,2024-08-10,sa,7.7,13.2,12.6,3.6,2.8
202401020203,2024-08-11,su,7.8,13.1,12.0,3.0,2.8
202401020204,2024-08-16,fr,7.9,13.1,12.4,6.3,6.3
202401020305,2024-08-17,sa,7.5,12.4,12.0,5.2,5.7
202401020406,2024-08-18,su,7.8,12.2,12.0,3.6,3.4
202401020407,2024-08-23,fr,8.1,12.6,12.6,5.9,5.6
202401020508,2024-08-24,sa,7.7,12.2,12.4,4.7,4.0
202401020609,2024-08-25,su,8.0,12.3,12.1,2.4,2.6
202401020610,2024-08-30,fr,8.3,13.0,12.6,6.5,6.6
202401020711,2024-08-31,sa,6.9,13.4,13.0,6.0,5.9
202401020812,2024-09-01,su,7.5,14.2,14.6,13.5,12.5
202402010001,2024-06-07,fr,7.2,14.8,15.3,2.5,3.2
202402010004,2024-06-14,fr,7.4,13.7,14.0,2.5,3.1
202402010007,2024-06-21,fr,8.1,12.7,12.5,2.7,2.4
202402010010,2024-06-28,fr,7.7,14.8,15.6,2.6,3.0
202402010013,2024-07-05,fr,8.0,13.9,13.6,3.9,4.2
202402010016,2024-07-12,fr,7.6,14.6,15.0,5.5,6.7
202402010102,2024-06-08,sa,7.6,14.7,14.5,1.7,2.7
202402010203,2024-06-09,su,7.5,14.0,14.5,2.7,2.4
202402010305,2024-06-15,sa,7.6,13.0,15.1,2.8,5.5
202402010406,2024-06-16,su,7.5,13.7,14.9,3.3,3.9
202402010508,2024-06-22,sa,7.8,11.7,13.1,3.0,3.9
202402010609,2024-06-23,su,7.7,13.1,11.3,3.4,2.5
202402010711,2024-06-29,sa,7.7,12.6,14.1,2.6,3.4
202402010812,2024-06-30,su,7.9,10.7,12.0,2.5,3.4
202402010914,2024-07-06,sa,7.6,14.5,15.2,8.9,9.8
202402011015,2024-07-07,su,7.1,13.8,13.4,7.8,7.3
202402011117,2024-07-13,sa,7.7,15.3,15.2,4.7,5.1
202402011218,2024-07-14,su,8.3,13.7,14.3,3.6,3.1
202403010001,2024-04-05,fr,8.2,10.0,12.3,6.1,5.1
202403010004,2024-04-12,fr,8.8,11.3,11.5,5.4,5.7
202403010007,2024-04-19,fr,9.1,11.0,10.3,2.3,1.4
202403010102,2024-04-06,sa,8.7,10.3,10.9,6.4,5.0
202403010203,2024-04-07,su,8.7,9.8,10.8,6.0,4.7
202403010305,2024-04-13,sa,8.8,11.0,10.8,6.1,5.5
202403010406,2024-04-14,su,9.1,9.6,10.6,5.0,5.2
202403010508,2024-04-20,sa,9.5,10.4,9.6,2.0,2.1
202403010609,2024-04-21,su,9.5,10.3,8.6,1.8,2.0
202403020001,2024-06-28,fr,9.2,10.3,10.9,3.8,3.4
202403020004,2024-07-05,fr,9.4,10.5,11.8,5.2,5.8
202403020007,2024-07-12,fr,9.6,10.6,9.8,7.7,10.0
202403020010,2024-07-19,fr,9.9,10.4,10.0,5.9,6.3
202403020102,2024-06-29,sa,9.1,10.2,11.6,3.0,2.4
202403020203,2024-06-30,su,9.7,10.2,10.8,2.8,1.7
202403020305,2024-07-06,sa,9.0,10.9,11.6,6.1,4.5
202403020406,2024-07-07,su,9.2,10.8,11.8,5.2,4.8
202403020508,2024-07-13,sa,8.8,11.7,12.6,10.4,11.6
202403020609,2024-07-14,su,8.8,11.4,10.7,6.7,8.8
202403020711,2024-07-20,sa,9.9,10.5,9.8,5.2,6.2
202403020812,2024-07-21,su,9.8,10.1,9.6,4.4,5.4
202403030001,2024-11-01,fr,9.6,12.4,11.2,5.7,7.5
202403030004,2024-11-08,fr,9.2,10.9,11.7,5.5,6.1
202403030007,2024-11-15,fr,9.8,11.0,9.8,3.3,2.1
202403030102,2024-11-02,sa,9.2,12.1,12.5,6.5,4.3
202403030203,2024-11-03,su,8.6,15.5,14.1,17.7,17.9
202403030305,2024-11-09,sa,9.6,11.8,11.5,4.9,5.8
202403030406,2024-11-10,su,9.4,10.7,11.0,4.8,4.9
202403030508,2024-11-16,sa,9.5,11.0,9.9,2.7,3.2
202403030609,2024-11-17,su,9.8,11.4,9.6,2.6,2.6
202404010001,2024-04-26,fr,9.3,10.0,12.1,5.5,6.4
202404010102,2024-04-27,sa,9.5,12.0,13.4,5.9,4.6
202404010203,2024-04-28,su,9.0,9.9,12.5,4.9,4.4
202404010204,2024-05-03,fr,9.2,11.1,12.4,4.4,4.4
202404010305,2024-05-04,sa,9.0,9.5,13.0,5.1,4.4
202404010406,2024-05-05,su,9.0,10.8,12.0,3.3,2.8
202404010407,2024-05-10,fr,9.3,11.3,10.8,7.3,9.6
202404010508,2024-05-11,sa,9.1,10.5,11.9,6.5,7.8
202404010609,2024-05-12,su,9.4,9.5,12.0,4.5,5.0
202404010610,2024-05-17,fr,9.3,10.5,12.6,9.3,8.5
202404010711,2024-05-18,sa,9.1,10.5,10.7,6.8,6.0
202404010812,2024-05-19,su,9.4,10.5,11.4,4.5,6.4
202404020001,2024-07-26,fr,9.1,12.4,11.5,8.0,9.0
202404020102,2024-07-27,sa,9.2,11.6,11.0,5.6,4.2
202404020203,2024-07-28,su,9.0,11.9,11.4,5.9,7.0
202404020204,2024-08-02,fr,9.8,11.5,10.5,2.1,2.2
202404020305,2024-08-03,sa,9.1,13.8,11.9,3.0,2.3
202404020406,2024-08-04,su,9.0,12.7,11.2,2.3,2.8
202404030001,2024-08-09,fr,9.4,12.0,11.9,1.3,1.4
202404030102,2024-08-10,sa,9.2,11.8,10.6,1.4,1.6
202404030203,2024-08-11,su,9.1,12.8,12.1,2.1,2.1
202404030204,2024-08-16,fr,9.1,12.0,10.2,1.9,3.7
202404030305,2024-08-17,sa,9.1,12.4,11.7,1.9,2.8
202404030406,2024-08-18,su,8.9,13.2,12.3,2.4,2.0
202404030407,2024-08-23,fr,9.3,12.3,11.3,1.5,1.3
202404030508,2024-08-24,sa,8.8,13.2,11.5,5.5,6.1
202404030609,2024-08-25,su,8.9,13.2,13.0,4.5,4.9
202404030610,2024-08-30,fr,9.3,12.0,10.2,6.6,7.5
202404030711,2024-08-31,sa,9.5,12.0,10.5,6.4,6.0
202404030812,2024-09-01,su,8.8,12.2,13.2,6.4,7.1
202404040001,2024-10-04,fr,10.1,11.4,11.9,3.8,3.9
202404040102,2024-10-05,sa,9.0,14.8,13.7,11.9,13.1
202404040104,2024-10-11,fr,9.4,11.7,10.7,4.3,5.1
202404040203,2024-10-06,su,9.3,11.6,10.6,7.6,10.6
202404040205,2024-10-12,sa,9.2,11.4,11.9,4.5,3.7
202404040306,2024-10-13,su,9.3,11.2,10.8,4.9,4.3
202404040407,2024-10-14,mo,9.2,10.5,10.7,3.8,4.2
202404040408,2024-10-18,fr,9.7,11.8,11.0,6.9,6.0
202404040509,2024-10-19,sa,9.9,10.5,11.8,5.3,3.8
202404040610,2024-10-20,su,9.2,13.6,12.3,9.8,9.6
202404040611,2024-10-25,fr,9.6,12.6,11.4,5.6,5.6
202404040712,2024-10-26,sa,9.4,11.3,10.5,5.7,4.5
202404040813,2024-10-27,su,9.3,13.2,11.8,4.8,5.2
202405010001,2024-01-26,fr,9.5,16.2,18.0,6.9,7.1
202405010004,2024-02-02,fr,9.3,16.4,17.1,2.1,2.1
202405010007,2024-02-09,fr,9.2,16.0,18.0,7.0,10.5
202405010010,2024-02-16,fr,9.6,16.6,19.3,3.3,4.5
202405010102,2024-01-27,sa,9.7,15.6,18.0,4.1,4.1
202405010203,2024-01-28,su,9.7,12.6,14.9,3.5,4.5
202405010305,2024-02-03,sa,9.5,15.8,15.5,2.0,1.5
202405010406,2024-02-04,su,9.3,14.2,15.9,2.3,2.6
202405010508,2024-02-10,sa,9.4,15.3,18.0,6.9,7.9
202405010609,2024-02-11,su,9.7,13.5,16.5,8.3,7.8
202405010711,2024-02-17,sa,9.6,16.4,18.5,2.1,2.0
202405010812,2024-02-18,su,9.5,13.0,15.5,2.9,3.8
202405020001,2024-04-19,fr,9.2,14.7,16.0,3.2,3.1
202405020004,2024-04-26,fr,9.4,16.5,18.4,9.8,8.9
202405020007,2024-05-03,fr,9.5,15.5,14.9,10.3,11.0
202405020010,2024-05-10,fr,9.6,15.4,15.5,7.0,7.5
202405020013,2024-05-17,fr,9.7,15.2,14.1,8.2,8.0
202405020016,2024-05-24,fr,9.8,13.4,14.8,2.9,4.2
202405020102,2024-04-20,sa,9.3,14.7,16.6,2.8,3.2
202405020203,2024-04-21,su,9.5,12.3,14.6,1.5,1.7
202405020305,2024-04-27,sa,9.2,16.0,16.7,6.9,7.2
202405020406,2024-04-28,su,9.2,16.4,14.6,6.0,5.6
202405020508,2024-05-04,sa,9.5,14.3,14.7,7.5,6.4
202405020609,2024-05-05,su,9.4,15.0,14.5,5.3,5.9
202405020711,2024-05-11,sa,9.6,14.6,15.1,3.8,5.0
202405020812,2024-05-12,su,9.5,14.4,13.1,2.9,2.8
202405020914,2024-05-18,sa,9.8,13.8,12.6,5.1,5.9
202405021015,2024-05-19,su,9.8,12.6,13.8,2.2,3.3
202405021117,2024-05-25,sa,9.7,13.7,14.5,4.5,3.6
202405021218,2024-05-26,su,9.9,12.3,13.3,2.4,1.6
202405030001,2024-05-31,fr,7.3,18.0,19.5,14.9,15.5
202405030004,2024-06-07,fr,10.0,13.3,13.7,6.7,4.8
